Age,Gender,Department,EducationLevel,WorkMode,ExperienceYears,MonthlySalarySAR,MonthlyHours,PerformanceScore,JobSatisfaction,Promotion
59.0,Female,Finance,Bachelor,Remote,12,6705.0,191.0,67,3.0,No
51.0,Male,HR,Bachelor,Remote,24,10860.0,217.0,63,3.0,No
38.0,Male,IT,Master,Remote,12,16419.0,183.0,71,7.0,No
56.0,Male,IT,Diploma,Hybrid,17,16489.0,165.0,70,8.0,No
22.0,Female,Operations,Bachelor,Remote,23,24122.0,134.0,50,6.0,No
34.0,Male,Sales,Diploma,Hybrid,1,9916.0,160.0,98,4.0,No
40.94125874125874,Female,Operations,Diploma,Hybrid,32,19257.0,183.0,92,6.0,No
49.0,Male,Operations,Bachelor,Office,18,15631.141858839972,159.0,64,1.0,No
32.0,Female,Marketing,Bachelor,Office,8,6619.0,156.0,85,10.0,No
59.0,Male,Operations,Master,Remote,27,11535.0,179.0,96,4.0,No
22.0,Female,Marketing,Bachelor,Remote,34,15181.0,216.0,71,1.0,Yes
52.0,Female,IT,PhD,Hybrid,9,6330.0,197.0,81,5.0,No
33.0,Male,IT,Diploma,Remote,0,4667.0,187.0,95,4.0,Yes
47.0,Female,Operations,Diploma,Remote,20,6074.0,185.0,82,6.0,No
37.0,Female,IT,Diploma,Hybrid,8,15166.0,194.0,90,9.0,No
40.94125874125874,Female,Sales,Diploma,Remote,14,11819.0,177.0,88,4.0,No
51.0,Female,Marketing,Bachelor,Remote,34,11210.0,170.0,72,4.0,No
54.0,Female,Marketing,Bachelor,Hybrid,4,11365.0,198.0,92,2.0,No
44.0,Female,Operations,Diploma,Hybrid,21,7591.0,174.0,51,3.0,Yes
55.0,Female,IT,Master,Office,22,11946.0,150.0,51,6.0,No
26.0,Female,HR,Master,Hybrid,6,5808.0,216.0,87,8.0,Yes
50.0,Male,Operations,Diploma,Remote,24,21615.0,218.0,78,5.0,No
27.0,Female,Operations,Diploma,Hybrid,26,3533.0,193.0,95,5.0,No
30.0,Female,Sales,Diploma,Hybrid,5,15631.141858839972,156.0,52,10.0,No
52.0,Male,Sales,Diploma,Hybrid,33,12182.0,181.0,88,3.0,No
54.0,Male,Finance,Bachelor,Remote,8,13215.0,169.0,56,7.0,Yes
48.0,Male,Marketing,Bachelor,Office,32,18507.0,200.0,85,6.0,No
35.0,Female,Sales,Bachelor,Remote,5,11902.0,200.0,78,1.0,Yes
50.0,Male,Sales,PhD,Remote,30,13603.0,192.0,86,4.0,No
49.0,Female,Marketing,Master,Office,28,13499.0,177.0,85,6.0,No
42.0,Male,Finance,Diploma,Remote,13,21948.0,224.0,72,4.0,No
24.0,Female,Sales,Bachelor,Hybrid,14,16259.0,211.0,94,6.0,No
40.0,Female,IT,Bachelor,Remote,7,15631.141858839972,168.0,65,10.0,Yes
52.0,Female,Operations,Diploma,Remote,25,10757.0,200.0,97,6.0,Yes
56.0,Female,Operations,Diploma,Hybrid,20,13967.0,198.0,80,9.0,No
24.0,Male,HR,Bachelor,Hybrid,27,8931.0,174.0,83,9.0,No
47.0,Male,HR,Bachelor,Office,3,10113.0,172.0,99,2.0,No
37.0,Female,Marketing,Bachelor,Remote,15,12096.0,210.0,50,4.0,No
32.0,Female,Marketing,Bachelor,Hybrid,21,15320.0,180.0,67,9.0,No
42.0,Male,Operations,Bachelor,Hybrid,11,22217.0,187.0,89,4.0,No
37.0,Female,IT,Diploma,Office,15,11818.0,215.0,92,4.0,No
30.0,Male,Finance,Bachelor,Office,28,16077.0,243.0,64,10.0,No
21.0,Female,Finance,Diploma,Hybrid,17,6674.0,167.0,97,3.0,No
42.0,Female,Marketing,Diploma,Office,9,15631.141858839972,174.0,98,3.0,No
46.0,Male,IT,PhD,Hybrid,17,6252.0,182.0,66,9.0,No
38.0,Male,Marketing,Bachelor,Remote,0,15631.141858839972,182.0,93,10.0,No
34.0,Male,Finance,Bachelor,Office,20,13636.0,189.0,59,8.0,No
49.0,Male,Marketing,Bachelor,Remote,0,13457.0,168.0,69,1.0,Yes
32.0,Female,Sales,Bachelor,Remote,14,12649.0,148.0,55,10.0,No
56.0,Male,Marketing,Bachelor,Remote,3,8144.0,224.0,57,2.0,No
55.0,Female,Operations,Diploma,Hybrid,19,8383.0,195.0,94,3.0,No
32.0,Male,Marketing,Diploma,Remote,9,17764.0,170.0,83,2.0,No
27.0,Male,Operations,Master,Remote,22,14054.0,191.0,81,3.0,No
49.0,Female,Sales,Bachelor,Remote,33,12616.0,226.0,100,8.0,No
31.0,Male,Finance,Bachelor,Hybrid,32,15995.0,160.0,91,6.0,No
53.0,Male,HR,Bachelor,Remote,33,14456.0,185.0,53,7.0,Yes
26.0,Male,HR,Master,Remote,9,10432.0,145.0,93,10.0,No
35.0,Male,Finance,Diploma,Office,19,25074.0,177.0,99,10.0,Yes
52.0,Female,HR,Bachelor,Hybrid,0,17333.0,195.0,88,6.0,Yes
31.0,Female,Marketing,Bachelor,Remote,12,14572.0,152.0,69,1.0,No
